title,author,link,poem,audio
Les Aveugles,Charles BAUDELAIRE,https://wheatoncollege.edu/vive-voix/titres//les-aveugles/,"Contemple-les, mon âme ; ils sont vraiment affreux !
Pareils aux mannequins ; vaguement ridicules ;
Terribles, singuliers comme les somnambules ;
Dardant on ne sait où leurs globes ténébreux.
Leurs yeux, d’où la divine étincelle est partie,
Comme s’ils regardaient au loin, restent levés
Au ciel ; on ne les voit jamais vers les pavés
Pencher rêveusement leur tête appesantie.
Ils traversent ainsi le noir illimité,
Ce frère du silence éternel. O cité !
Pendant qu’autour de nous tu chantes, ris et beugles,
Eprise du plaisir jusqu’à l’atrocité,
Vois ! je me traîne aussi ! mais, plus qu’eux hébété,
Je dis : Que cherchent-ils au Ciel, tous ces aveugles ?
dit par Peter MARQUIS
Charles BAUDELAIRE (Les Fleurs du mal, 1857)
 
",https://wheatoncollege.edu/wp-content/uploads/2011/01/aveugles.mp3
L’Azur,Stéphane MALLARMÉ,https://wheatoncollege.edu/vive-voix/titres//lazur/,"De l’éternel Azur la sereine ironie
Accable, belle indolemment comme les fleurs,
Le poète impuissant qui maudit son génie
A travers un désert stérile de Douleurs.
Fuyant, les yeux fermés, je le sens qui regarde
Avec l’intensité d’un remords atterrant,
Mon âme vide. Où fuir? et quelle nuit hagarde
Jeter, lambeaux, jeter sur ce mépris navrant?
Brouillards, montez! versez vos cendres monotones
Avec de longs haillons de brume dans les cieux
Qui noiera le marais livide des automnes
Et bâtissez un grand plafond silencieux!
Et toi, sors des étangs léthéens et ramasse
En t’en venant la vase et les pâles roseaux,
Cher Ennui, pour boucher d’une main jamais lasse
Les grands trous bleus que font méchamment les oiseaux.
Encor! que sans répit les tristes cheminées
Fument, et que de suie une errante prison
Eteigne dans l’horreur de ses noires traînées
Le soleil se mourant jaunâtre à l’horizon!
— Le Ciel est mort. — Vers toi, j’accours! donne, ô matière,
L’oubli de l’Idéal cruel et du Péché
A ce martyr qui vient partager la litière
Où le bétail heureux des hommes est couché.
Car j’y veux, puisque enfin ma cervelle, vidée
Comme le pot de fard gisant au pied d’un mur.
N’a plus l’art d’attifer la sanglotante idée,
Lugubrement bâiller vers un trépas obscur…
En vain! L’Azur triomphe, et je l’entends qui chante
Dans les cloches. Mon âme, il se fait voix pour plus
Nous faire peur avec sa victoire méchante,
Et du métal vivant sort en bleus angelus!
Il roule par la brume, ancien et traverse
Ta native agonie ainsi qu’un glaive sûr
Où fuir dans la révolte inutile et perverse?
Je suis hanté. L’Azur! l’Azur! l’Azur! l’Azur!
dit par Gilles-Claude THERIAULT
Stéphane MALLARMÉ (Vers et prose, 1893)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/azur.mp3
Le Balcon (haïku,Gilles-Claude THERIAULT,https://wheatoncollege.edu/vive-voix/titres//le-balcon-haku/,"Au balcon fleuri
L’été même en pleine ville
Les abeilles jasent
dit par Gilles-Claude THERIAULT
Gilles-Claude THERIAULT (poèmes tout courts)
",https://wheatoncollege.edu/wp-content/uploads/2012/01/balcon.mp3
Ballade à la lune,Alfred de MUSSET,https://wheatoncollege.edu/vive-voix/titres//ballade-la-lune/,"C’était, dans la nuit brune,
Sur le clocher jauni,
La lune
Comme un point sur un i.
Lune, quel esprit sombre
Promène au bout d’un fil,
Dans l’ombre,
Ta face et ton profil ?
Es-tu l’oeil du ciel borgne ?
Quel chérubin cafard
Nous lorgne
Sous ton masque blafard ?
N’es-tu rien qu’une boule,
Qu’un grand faucheux bien gras
Qui roule
Sans pattes et sans bras ?
Es-tu, je t’en soupçonne,
Le vieux cadran de fer
Qui sonne
L’heure aux damnés d’enfer ?
Sur ton front qui voyage.
Ce soir ont-ils compté
Quel âge
A leur éternité ?
Est-ce un ver qui te ronge
Quand ton disque noirci
S’allonge
En croissant rétréci ?
Qui t’avait éborgnée,
L’autre nuit ? T’étais-tu
Cognée
A quelque arbre pointu ?
Car tu vins, pâle et morne
Coller sur mes carreaux
Ta corne
à travers les barreaux.
Va, lune moribonde,
Le beau corps de Phébé
La blonde
Dans la mer est tombé.
Tu n’en es que la face
Et déjà, tout ridé,
S’efface
Ton front dépossédé.
Rends-nous la chasseresse,
Blanche, au sein virginal,
Qui presse
Quelque cerf matinal !
Oh ! sous le vert platane
Sous les frais coudriers,
Diane,
Et ses grands lévriers !
Le chevreau noir qui doute,
Pendu sur un rocher,
L’écoute,
L’écoute s’approcher.
Et, suivant leurs curées,
Par les vaux, par les blés,
Les prées,
Ses chiens s’en sont allés.
Oh ! le soir, dans la brise,
Phoebé, soeur d’Apollo,
Surprise
A l’ombre, un pied dans l’eau !
Phoebé qui, la nuit close,
Aux lèvres d’un berger
Se pose,
Comme un oiseau léger.
Lune, en notre mémoire,
De tes belles amours
L’histoire
T’embellira toujours.
Et toujours rajeunie,
Tu seras du passant
Bénie,
Pleine lune ou croissant.
T’aimera le vieux pâtre,
Seul, tandis qu’à ton front
D’albâtre
Ses dogues aboieront.
T’aimera le pilote
Dans son grand bâtiment,
Qui flotte,
Sous le clair firmament !
Et la fillette preste
Qui passe le buisson,
Pied leste,
En chantant sa chanson.
Comme un ours à la chaîne,
Toujours sous tes yeux bleus
Se traîne
L’océan montueux.
Et qu’il vente ou qu’il neige
Moi-même, chaque soir,
Que fais-je,
Venant ici m’asseoir ?
Je viens voir à la brune,
Sur le clocher jauni,
La lune
Comme un point sur un i.
 
dit par Jean PIAT (extrait)
dit par Yvonne GAUDEAU (extrait)
Alfred de MUSSET (Contes d’Espagne et d’Italie,1830)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/balladealalune.mp3
Ballade des dames du temps jadis,François VILLON,https://wheatoncollege.edu/vive-voix/titres//ballade-des-dames-du-temps-jadis/,"Dictes moy où, n’en quel pays,
Est Flora la belle Rommaine,
Archipiades ne Thaïs,
Qui fut sa cousine germaine,
Écho parlant quant bruyt on maine
Dessus riviere ou sus estan
Qui beaulté ot trop plus qu’humaine?
Mais ou sont les neiges d’antan?
Ou est la tres sage Helloïs
Pour qui fut chastré et puis moyne
Pierre Esbaillart a Saint Denis,
Pour son amour ot ceste essoyne,
Semblablement ou est la royne
Qui commanda que Buridan
Fust geté en ung sac en Saine?
Mais ou sont les neiges d’antan?
La royne blanche comme lis
Qui chantoit a voix de seraine,
Berthe au grant pié, Bietris, Alis,
Haremburgis qui tint le Maine
Et Jefanne la bonne Lorraine
Qu’Englois brulerent a Rouan,
Ou sont ils, ou, Vierge souvraine?
Mais ou sont les neiges d’antan?
Prince, n’enquerrez de sepmaine
Ou elles sont, ne de cest an
Qu’a ce reffrain ne vous remaine,
Mais ou sont les neiges d’antan?
 
dit par Jean VILAR
dit par Jean DESCHAMPS
François VILLON
",https://wheatoncollege.edu/wp-content/uploads/2011/01/balladedesdames2.mp3
Ballade des pendus,François VILLON,https://wheatoncollege.edu/vive-voix/titres//ballade-des-pendus/,"Frères humains qui après nous vivez
N’ayez les coeurs contre nous endurciz,
Car, ce pitié de nous pauvres avez,
Dieu en aura plus tost de vous merciz.
Vous nous voyez ci, attachés cinq, six
Quant de la chair, que trop avons nourrie,
Elle est piéca devorée et pourrie,
Et nous les os, devenons cendre et pouldre.
De nostre mal personne ne s’en rie:
Mais priez Dieu que tous nous veuille absouldre!
Se frères vous clamons, pas n’en devez
Avoir desdain, quoy que fusmes occiz
Par justice. Toutefois, vous savez
Que tous hommes n’ont pas le sens rassiz;
Excusez nous, puis que sommes transsis,
Envers le filz de la Vierge Marie,
Que sa grâce ne soit pour nous tarie,
Nous préservant de l’infernale fouldre
Nous sommes mors, ame ne nous harie;
Mais priez Dieu que tous nous vueille absouldre!
La pluye nous a débuez et lavez,
Et le soleil desséchez et noirciz:
Pies, corbeaulx nous ont les yeulx cavez
Et arraché la barbe et les sourciz.
Jamais nul temps nous ne sommes assis;
Puis ca, puis là, comme le vent varie,
A son plaisir sans cesser nous charie,
Plus becquetez d’oiseaulx que dez à couldre.
Ne soyez donc de nostre confrarie;
Mais priez Dieu que tous nous vueille absouldre!
Prince Jhésus, qui sur tous a maistrie,
Garde qu’Enfer n’ait de nous seigneurie:
A luy n’avons que faire ne que souldre.
Hommes, icy n’a point de mocquerie;
Mais priez Dieu que tous nous vueille absouldre!
 
dit par Jean DESCHAMPS
dit par Peter MARQUIS
dit par André NERMAN
François VILLON
",https://wheatoncollege.edu/wp-content/uploads/2011/01/balladedespendus2.mp3
BARBARA,Jacques PRÉVERT,https://wheatoncollege.edu/vive-voix/titres//barbara/,"Rappelle-toi Barbara
Il pleuvait sans cesse sur Brest ce jour-là
Et tu marchais souriante
Épanouie ravie ruisselante
Sous la pluie
Rappelle-toi Barbara
Il pleuvait sans cesse sur Brest
Et je t’ai croisée rue de Siam
Tu souriais
Et moi je souriais de même
Rappelle-toi Barbara
Toi que je ne connaissais pas
Toi qui ne me connaissais pas
Rappelle-toi
Rappelle-toi quand même ce jour-là
N’oublie pas
Un homme sous un porche s’abritait
Et il a crié ton nom
Barbara
Et tu as couru vers lui sous la pluie
Ruisselante ravie épanouie
Et tu t’es jetée dans ses bras
Rappelles-toi cela Barbara
Et ne m’en veux pas si je te tutoie
Je dis tu à tous ceux que j’aime
Même si je ne les ai vus qu’une seule fois
Je dis tu à tous ceux qui s’aiment
Même si je ne les connais pas
Rappelle-toi Barbara
N’oublie pas
Cette pluie sage et heureuse
Sur ton visage heureux
Sur cette ville heureuse
Cette pluie sur la mer
Sur l’arsenal
Sur le bateau d’Ouessant
Oh Barbara
Quelle connerie la guerre
Qu’es-tu devenue maintenant
Sous cette pluie de fer
De feu d’acier de sang
Et celui qui te serrait dans ses bras
Amoureusement
Est-il mort disparu ou bien encore vivant
Oh Barbara
Il pleut sans cesse sur Brest
Comme il pleuvait avant
Mais ce n’est plus pareil et tout est abîmé
C’est une pluie de deuil terrible et désolée
Ce n’est même plus l’orage
De fer d’acier de sang
Tout simplement des nuages
Qui crèvent comme des chiens
Des chiens qui disparaissent
Au fil de l’eau sur Brest
Et vont pourrir au loin
Au loin très loin de Brest
Dont il ne reste rien
 
dit par Serge REGGIANI
Jacques PRÉVERT (Paroles 1945)
©1972 Editions Gallimard
",https://wheatoncollege.edu/wp-content/uploads/2011/01/barbara.mp3
Barcarolle,Théophile GAUTIER,https://wheatoncollege.edu/vive-voix/titres//barcarolle/,"Dites, la jeune belle
Où voulez-vous aller ?
La voile ouvre son aile
La brise va souffler ;
L’aviron est d’ivoire,
Le pavillon de moire,
Le gouvernail d’or fin ;
J’ai pour lest une orange,
Pour voile une aile d’ange,
Pour mousse un séraphin.
Dites, la jeune belle
Où voulez-vous aller ?
La voile ouvre son aile
La brise va souffler !
dit par Yvonne GAUDEAU
Théophile GAUTIER (Poésies diverses,1838)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/barcarolle.mp3
Le Bateau ivre,Arthur RIMBAUD,https://wheatoncollege.edu/vive-voix/titres//le-bateau-ivre/,"Comme je descendais des Fleuves impassibles,
Je ne me sentis plus guidé par les haleurs :
Des Peaux-Rouges criards les avaient pris pour cibles
Les ayant cloués nus aux poteaux de couleurs.
J’étais insoucieux de tous les équipages,
Porteur de blés flamands et de cotons anglais.
Quand avec mes haleurs ont fini ces tapages
Les Fleuves m’ont laissé descendre où je voulais.
Dans les clapotements furieux des marées,
Moi, l’autre hiver, plus sourd que les cerveaux d’enfants,
Je courus ! Et les Péninsules démarrées
N’ont pas subi tohu-bohus plus triomphants.
La tempête a béni mes éveils maritimes.
Plus léger qu’un bouchon j’ai dansé sur les flots
Qu’on appelle rouleurs éternels de victimes,
Dix nuits, sans regretter l’oeil niais des falots !
Plus douce qu’aux enfants la chair des pommes sures
L’eau verte pénétra ma coque de sapin
Et des taches de vins bleus et des vomissures
Me lava, dispersant gouvernail et grappin.
Et dès lors, je me suis baigné dans le Poème
De la Mer, infusé d’astres, et lactescent,
Dévorant les azurs verts ; où, flottaison blême
Et ravie, un noyé pensif parfois descend ;
Où, teignant tout à coup les bleuités, délires
Et rythmes lents sous les rutilements du jour,
Plus fortes que l’alcool, plus vastes que nos lyres,
Fermentent les rousseurs amères de l’amour !
Je sais les cieux crevant en éclairs, et les trombes
Et les ressacs et les courants : je sais le soir,
L’aube exaltée ainsi qu’un peuple de colombes,
Et j’ai vu quelquefois ce que l’homme a cru voir !
J’ai vu le soleil bas, taché d’horreurs mystiques,
Illuminant de longs figements violets,
Pareils à des acteurs de drames très-antiques
Les flots roulant au loin leurs frissons de volets !
J’ai rêvé la nuit verte aux neiges éblouies,
Baiser montant aux yeux des mers avec lenteurs,
La circulation des sèves inouïes
Et l’éveil jaune et bleu des phosphores chanteurs !
J’ai suivi, des mois pleins, pareille aux vacheries
Hystériques, la houle à l’assaut des récifs,
Sans songer que les pieds lumineux des Maries
Pussent forcer le mufle aux Océans poussifs !
J’ai heurté, savez-vous, d’incroyables Florides
Mêlant aux fleurs des yeux des panthères à peaux
D’hommes ! Des arcs-en-ciel tendus comme des brides
Sous l’horizon des mers, à de glauques troupeaux !
J’ai vu fermenter les marais énormes, nasses
Où pourrit dans les joncs tout un Léviathan !
Des écroulements d’eau au milieu des bonaces,
Et les lointains vers les gouffres cataractant !
Glaciers, soleils d’argent, flots nacreux, cieux de braises,
Échouages hideux au fond des golfes bruns
Où les serpents géants dévorés des punaises
Choient, des arbres tordus, avec de noirs parfums !
J’aurais voulu montrer aux enfants ces dorades
Du flot bleu, ces poissons d’or, ces poissons chantants.
— Des écumes de fleurs ont bercé mes dérades
Et d’ineffables vents m’ont ailé par instant.
Parfois, martyr lassé des pôles et des zones,
La mer dont le sanglot faisait mon roulis doux
Montait vers moi ses fleurs d’ombre aux ventouses jaunes
Et je restais, ainsi qu’une femme à genoux…
Presque île, balottant sur mes bords les querelles
Et les fientes d’oiseaux clabaudeurs aux yeux blonds,
Et je voguais, lorsqu’à travers mes liens frêles
Des noyés descendaient dormir, à reculons !
Or moi, bateau perdu sous les cheveux des anses,
Jeté par l’ouragan dans l’éther sans oiseau,
Moi dont les Monitors et les voiliers des Hanses
N’auraient pas repêché la carcasse ivre d’eau ;
Libre, fumant, monté de brumes violettes,
Moi qui trouais le ciel rougeoyant comme un mur,
Qui porte, confiture exquise aux bons poètes,
Des lichens de soleil et des morves d’azur,
Qui courais, taché de lunules électriques,
Planche folle, escorté des hippocampes noirs,
Quand les juillets faisaient couler à coups de triques
Les cieux ultramarins aux ardents entonnoirs ;
Moi qui tremblais, sentant geindre à cinquante lieues
Le rut des Behemots et les Maelstroms épais,
Fileur éternel des immobilités bleues,
Je regrette l’Europe aux anciens parapets !
J’ai vu des archipels sidéraux ! et des îles
Dont les cieux délirants sont ouverts au vogueur :
— Est-ce en ces nuits sans fonds que tu dors et t’exiles,
Million d’oiseaux d’or, ô future Vigueur ? —
Mais, vrai, j’ai trop pleuré ! Les Aubes sont navrantes,
Toute lune est atroce et tout soleil amer :
L’âcre amour m’a gonflé de torpeurs enivrantes.
Ô que ma quille éclate ! Ô que j’aille à la mer !
Si je désire une eau d’Europe, c’est la flache
Noire et froide où vers le crépuscule embaumé
Un enfant accroupi plein de tristesses, lâche
Un bateau frêle comme un papillon de mai.
Je ne puis plus, baigné de vos langueurs, ô lames,
Enlever leur sillage aux porteurs de cotons,
Ni traverser l’orgueil des drapeaux et des flammes,
Ni nager sous les yeux horribles des pontons !
dit par André NERMAN
Arthur RIMBAUD (Poésies, 1870-1872)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/bateauivre2.mp3
Batterie,Jean COCTEAU,https://wheatoncollege.edu/vive-voix/titres//batterie/,"Soleil, je t’adore comme les sauvages,
à plat ventre sur le rivage
Soleil, tu vernis tes chromos,
tes paniers de fruits, tes animaux.
Fais-moi le corps tanné, salé ;
fais ma grande douleur s’en aller.
Le nègre, dont brillent les dents,
est noir dehors, rose dedans.
Moi je suis noir dedans et rose
dehors, fais la métamorphose.
Change-moi d’odeur, de couleur,
comme tu as changé Hyacinthe en fleur.
Fais braire la cigale en haut du pin,
fais-moi sentir le four à pain.
L’arbre à midi rempli de nuit
la répand le soir à côté de lui.
Fais-moi répandre mes mauvais rêves,
soleil, boa d’Adam et d’Eve.
Fais-moi un peu m’habituer,
à ce qe mon pauvre ami Jean soit tué.
Loterie, étage tes lots
de vases, de boules, de couteaux.
Tu déballes ta pacotille
sur les fauves, sur les Antilles.
Chez nous, sors ce que tu as de mieux,
pour ne pas abîmer nos yeux.
Baraque de la Goulue, manège
en velours, en miroirs, en arpèges.
Arrache mon mal, tire fort,
charlatan au carrosse d’or.
Ce que j’ai chaud ! C’est qu’il est midi.
Je ne sais plus bien ce que je dis.
Je n’ai plus mon ombre autour de moi
soleil ! ménagerie des mois.
Soleil, Buffalo Bill, Barnum,
tu grises mieux que l’opium.
Tu es un clown, un toréador,
tu as des chaînes de montre en or.
Tu es un nègre bleu qui boxe
les équateurs, les équinoxes.
Soleil, je supporte tes coups ;
tes gros coups de poing sur mon cou.
C’est encore toi que je préfère,
soleil, délicieux enfer.
dit par Jean MERCURE
Jean COCTEAU (Poèmes, 1920)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/batterie.mp3
